,miRTarBase ID,miRNA,Target Gene,Target Gene (Entrez Gene ID)
3860,MIRT003594,hsa-miR-135b-5p,IBSP,3381
3873,MIRT003609,hsa-miR-29a-3p,DKK1,22943
3939,MIRT003756,hsa-miR-222-3p,TNFSF10,8743
3940,MIRT003757,hsa-miR-221-3p,TNFSF10,8743
3960,MIRT003762,hsa-miR-1-3p,ARHGAP29,9411
3970,MIRT003767,hsa-miR-1-3p,XPNPEP3,63929
3974,MIRT003770,hsa-miR-1-3p,SLC44A1,23446
3975,MIRT003770,hsa-miR-1-3p,SLC44A1,23446
3976,MIRT003770,hsa-miR-1-3p,SLC44A1,23446
3980,MIRT003780,hsa-miR-19b-3p,ATXN1,6310
3981,MIRT003780,hsa-miR-19b-3p,ATXN1,6310
3982,MIRT003780,hsa-miR-19b-3p,ATXN1,6310
3983,MIRT003781,hsa-miR-19a-3p,ATXN1,6310
3984,MIRT003781,hsa-miR-19a-3p,ATXN1,6310
3985,MIRT003782,hsa-miR-130a-3p,ATXN1,6310
4018,MIRT003824,hsa-miR-197-3p,ABCC3,8714
4023,MIRT003829,hsa-miR-29c-3p,FBN1,2200
4024,MIRT003829,hsa-miR-29c-3p,FBN1,2200
4031,MIRT003832,hsa-miR-373-3p,CDK19,23097
4073,MIRT003875,hsa-miR-15a-5p,SKAP2,8935
4127,MIRT003914,hsa-miR-373-3p,RAD52,5893
4142,MIRT003928,hsa-miR-424-5p,NFIA,4774
4167,MIRT003976,hsa-miR-1-3p,HSPD1,3329
4168,MIRT003976,hsa-miR-1-3p,HSPD1,3329
4169,MIRT003976,hsa-miR-1-3p,HSPD1,3329
4180,MIRT003987,hsa-miR-224-5p,API5,8539
4194,MIRT004005,hsa-miR-200a-3p,PDCD4,27250
4195,MIRT004005,hsa-miR-200a-3p,PDCD4,27250
4196,MIRT004006,hsa-miR-200a-3p,GATA6,2627
4197,MIRT004006,hsa-miR-200a-3p,GATA6,2627
4216,MIRT004025,hsa-miR-376a-5p,SRSF11,9295
4256,MIRT004050,hsa-miR-129-5p,ETV6,2120
4282,MIRT004066,hsa-miR-19b-3p,MYLIP,29116
4291,MIRT004075,hsa-miR-124-3p,ARHGAP29,9411
4307,MIRT004091,hsa-miR-92a-3p,MYLIP,29116
4308,MIRT004091,hsa-miR-92a-3p,MYLIP,29116
4309,MIRT004091,hsa-miR-92a-3p,MYLIP,29116
4310,MIRT004091,hsa-miR-92a-3p,MYLIP,29116
4311,MIRT004091,hsa-miR-92a-3p,MYLIP,29116
4316,MIRT004101,hsa-miR-124-3p,NAA15,80155
4317,MIRT004101,hsa-miR-124-3p,NAA15,80155
4369,MIRT004149,hsa-miR-192-5p,SEMA4D,10507
4370,MIRT004149,hsa-miR-192-5p,SEMA4D,10507
4377,MIRT004155,hsa-miR-192-5p,ABCC3,8714
4407,MIRT004177,hsa-miR-197-3p,HNRNPD,3184
4423,MIRT004193,hsa-miR-197-3p,RBM4,5936
4454,MIRT004222,hsa-miR-346,ENTPD1,953
4460,MIRT004228,hsa-miR-346,CFLAR,8837
4480,MIRT004246,hsa-miR-218-5p,SP1,6667
4544,MIRT004292,hsa-miR-23b-3p,MET,4233
4545,MIRT004292,hsa-miR-23b-3p,MET,4233
4546,MIRT004292,hsa-miR-23b-3p,MET,4233
4556,MIRT004305,hsa-miR-98-5p,NCOA3,8202
4557,MIRT004305,hsa-miR-98-5p,NCOA3,8202
4558,MIRT004305,hsa-miR-98-5p,NCOA3,8202
4559,MIRT004305,hsa-miR-98-5p,NCOA3,8202
4560,MIRT004306,hsa-miR-21-5p,NCOA3,8202
4565,MIRT004310,hsa-miR-19b-3p,NCOA3,8202
4566,MIRT004311,hsa-miR-18a-5p,NCOA3,8202
4567,MIRT004312,hsa-miR-29b-3p,NCOA3,8202
4569,MIRT004316,hsa-miR-223-3p,NFIX,4784
4643,MIRT004369,hsa-miR-16-5p,SKAP2,8935
4661,MIRT004388,hsa-miR-125a-5p,MTUS1,57509
4681,MIRT004403,hsa-miR-34a-5p,MDM4,4194
4682,MIRT004403,hsa-miR-34a-5p,MDM4,4194
4683,MIRT004403,hsa-miR-34a-5p,MDM4,4194
4684,MIRT004403,hsa-miR-34a-5p,MDM4,4194
4807,MIRT004497,hsa-miR-7-5p,SRSF1,6426
4818,MIRT004505,hsa-let-7d-5p,SLC11A2,4891
4819,MIRT004505,hsa-let-7d-5p,SLC11A2,4891
4820,MIRT004505,hsa-let-7d-5p,SLC11A2,4891
4840,MIRT004522,hsa-miR-223-3p,NFIA,4774
4841,MIRT004522,hsa-miR-223-3p,NFIA,4774
4842,MIRT004522,hsa-miR-223-3p,NFIA,4774
4913,MIRT004578,hsa-miR-125b-5p,GRIN2A,2903
5057,MIRT004693,hsa-miR-107,CCNE1,898
5062,MIRT004698,hsa-miR-185-5p,CCNE1,898
5120,MIRT004762,hsa-miR-103a-3p,CCNE1,898
5122,MIRT004766,hsa-miR-103a-3p,CREB1,1385
5129,MIRT004811,hsa-miR-107,NFIA,4774
5130,MIRT004811,hsa-miR-107,NFIA,4774
5131,MIRT004811,hsa-miR-107,NFIA,4774
5140,MIRT004825,hsa-miR-34b-3p,MET,4233
5141,MIRT004825,hsa-miR-34b-3p,MET,4233
5163,MIRT004850,hsa-miR-192-5p,HOXA10,3206
5166,MIRT004853,hsa-miR-192-5p,MAD2L1,4085
5184,MIRT004879,hsa-miR-122-5p,ADAM10,102
5185,MIRT004879,hsa-miR-122-5p,ADAM10,102
5202,MIRT004891,hsa-miR-124-3p,LIMCH1,22998
5203,MIRT004891,hsa-miR-124-3p,LIMCH1,22998
5280,MIRT004943,hsa-miR-98-5p,THBS1,7057
5281,MIRT004943,hsa-miR-98-5p,THBS1,7057
5282,MIRT004943,hsa-miR-98-5p,THBS1,7057
5296,MIRT004953,hsa-miR-98-5p,ACADM,34
5302,MIRT004958,hsa-let-7a-5p,THBS1,7057
5303,MIRT004958,hsa-let-7a-5p,THBS1,7057
5326,MIRT004979,hsa-miR-31-5p,RDX,5962
5327,MIRT004979,hsa-miR-31-5p,RDX,5962
5360,MIRT005005,hsa-miR-218-5p,STAM2,10254
5364,MIRT005007,hsa-miR-125b-5p,ATXN1,6310
5365,MIRT005008,hsa-miR-125b-5p,SEL1L,6400
5371,MIRT005022,hsa-miR-521,ERCC8,1161
5375,MIRT005024,hsa-miR-562,MET,4233
5376,MIRT005025,hsa-miR-562,PSEN1,5663
5383,MIRT005035,hsa-miR-200b-3p,MATR3,9782
5384,MIRT005036,hsa-let-7b-5p,CCNJ,54619
5407,MIRT005050,hsa-let-7b-5p,RRM2,6241
5408,MIRT005050,hsa-let-7b-5p,RRM2,6241
5409,MIRT005050,hsa-let-7b-5p,RRM2,6241
5452,MIRT005086,hsa-miR-16-5p,CAPRIN1,4076
5453,MIRT005087,hsa-miR-200c-3p,UBE2I,7329
5454,MIRT005088,hsa-miR-188-5p,UBE2I,7329
5455,MIRT005089,hsa-miR-1-3p,TWF1,5756
5456,MIRT005089,hsa-miR-1-3p,TWF1,5756
5457,MIRT005089,hsa-miR-1-3p,TWF1,5756
5458,MIRT005090,hsa-miR-30c-5p,UBE2I,7329
5461,MIRT005093,hsa-miR-155-5p,PAPOLA,10914
5469,MIRT005099,hsa-miR-155-5p,SLC39A10,57181
5483,MIRT005105,hsa-miR-155-5p,TLE4,7091
5484,MIRT005105,hsa-miR-155-5p,TLE4,7091
5497,MIRT005123,hsa-miR-30a-5p,ITGA2,3673
5508,MIRT005132,hsa-miR-30a-5p,SLC4A7,9497
5509,MIRT005132,hsa-miR-30a-5p,SLC4A7,9497
5512,MIRT005135,hsa-miR-30a-5p,MBNL1,4154
5513,MIRT005135,hsa-miR-30a-5p,MBNL1,4154
5518,MIRT005139,hsa-miR-30a-5p,TMED10,10972
5546,MIRT005164,hsa-miR-30a-5p,TWF1,5756
5547,MIRT005164,hsa-miR-30a-5p,TWF1,5756
5550,MIRT005167,hsa-miR-30a-5p,MET,4233
5568,MIRT005182,hsa-miR-30a-5p,LRRFIP1,9208
5573,MIRT005187,hsa-miR-30a-5p,TMED2,10959
5574,MIRT005187,hsa-miR-30a-5p,TMED2,10959
5575,MIRT005188,hsa-miR-30a-5p,PTPA,5524
5578,MIRT005191,hsa-miR-30a-5p,STRN,6801
5579,MIRT005191,hsa-miR-30a-5p,STRN,6801
5582,MIRT005194,hsa-miR-30a-5p,RBMS1,5937
5588,MIRT005200,hsa-miR-30a-5p,UAP1,6675
5589,MIRT005201,hsa-miR-30a-5p,LIMCH1,22998
5598,MIRT005210,hsa-miR-30a-5p,PRPF40A,55660
5639,MIRT005246,hsa-miR-155-5p,TWF1,5756
5640,MIRT005246,hsa-miR-155-5p,TWF1,5756
5641,MIRT005246,hsa-miR-155-5p,TWF1,5756
5650,MIRT005255,hsa-miR-155-5p,DCAF7,10238
5669,MIRT005266,hsa-miR-16-5p,ZNF384,171017
5673,MIRT005271,hsa-miR-16-5p,NAA15,80155
5674,MIRT005271,hsa-miR-16-5p,NAA15,80155
5675,MIRT005273,hsa-miR-1-3p,ZNF384,171017
5686,MIRT005285,hsa-miR-1-3p,RRBP1,6238
5739,MIRT005350,hsa-miR-125a-5p,BAK1,578
5742,MIRT005354,hsa-miR-663a,JUND,3727
5743,MIRT005354,hsa-miR-663a,JUND,3727
5744,MIRT005354,hsa-miR-663a,JUND,3727
5745,MIRT005354,hsa-miR-663a,JUND,3727
5746,MIRT005354,hsa-miR-663a,JUND,3727
5759,MIRT005363,hsa-miR-542-3p,BIRC5,332
5760,MIRT005363,hsa-miR-542-3p,BIRC5,332
5761,MIRT005363,hsa-miR-542-3p,BIRC5,332
5790,MIRT005408,hsa-miR-17-5p,NCOA3,8202
5791,MIRT005408,hsa-miR-17-5p,NCOA3,8202
5792,MIRT005408,hsa-miR-17-5p,NCOA3,8202
5800,MIRT005420,hsa-let-7a-5p,IL6,3569
5822,MIRT005441,hsa-miR-130a-3p,HOXA10,3206
5836,MIRT005458,hsa-miR-340-5p,MET,4233
5872,MIRT005490,hsa-miR-138-5p,FABP4,2167
5884,MIRT005509,hsa-miR-10a-5p,MAP3K7,6885
5915,MIRT005538,hsa-miR-126-3p,TWF1,5756
5924,MIRT005547,hsa-miR-183-5p,PDCD4,27250
5925,MIRT005547,hsa-miR-183-5p,PDCD4,27250
5926,MIRT005547,hsa-miR-183-5p,PDCD4,27250
5927,MIRT005547,hsa-miR-183-5p,PDCD4,27250
5928,MIRT005547,hsa-miR-183-5p,PDCD4,27250
5946,MIRT005561,hsa-miR-373-3p,TXNIP,10628
5947,MIRT005561,hsa-miR-373-3p,TXNIP,10628
5948,MIRT005561,hsa-miR-373-3p,TXNIP,10628
5949,MIRT005561,hsa-miR-373-3p,TXNIP,10628
5950,MIRT005561,hsa-miR-373-3p,TXNIP,10628
5951,MIRT005561,hsa-miR-373-3p,TXNIP,10628
5952,MIRT005562,hsa-miR-373-3p,RABEP1,9135
5960,MIRT005567,hsa-miR-29b-3p,COL3A1,1281
5961,MIRT005567,hsa-miR-29b-3p,COL3A1,1281
5962,MIRT005567,hsa-miR-29b-3p,COL3A1,1281
5963,MIRT005567,hsa-miR-29b-3p,COL3A1,1281
5971,MIRT005569,hsa-miR-519a-3p,YES1,7525
6027,MIRT005593,hsa-miR-200c-3p,PTPN13,5783
6040,MIRT005626,hsa-miR-17-5p,THBS1,7057
6041,MIRT005627,hsa-miR-20a-5p,THBS1,7057
6042,MIRT005628,hsa-miR-92a-3p,THBS1,7057
6072,MIRT005667,hsa-miR-29b-3p,ADAM12,8038
6073,MIRT005667,hsa-miR-29b-3p,ADAM12,8038
6074,MIRT005667,hsa-miR-29b-3p,ADAM12,8038
6098,MIRT005705,hsa-miR-146a-5p,CDKN3,1033
6099,MIRT005706,hsa-miR-146a-5p,KIF22,3835
6205,MIRT005817,hsa-miR-204-5p,ARHGAP29,9411
6223,MIRT005833,hsa-miR-204-5p,ITGB3,3690
6310,MIRT005874,hsa-miR-31-5p,DKK1,22943
6337,MIRT005894,hsa-miR-194-5p,PTPN13,5783
6349,MIRT005903,hsa-miR-22-3p,RGS2,5997
6350,MIRT005903,hsa-miR-22-3p,RGS2,5997
6354,MIRT005905,hsa-miR-1-3p,GATA6,2627
6397,MIRT005959,hsa-miR-369-5p,FABP4,2167
6446,MIRT006046,hsa-miR-218-5p,BIRC5,332
6447,MIRT006046,hsa-miR-218-5p,BIRC5,332
6448,MIRT006046,hsa-miR-218-5p,BIRC5,332
6449,MIRT006046,hsa-miR-218-5p,BIRC5,332
6450,MIRT006046,hsa-miR-218-5p,BIRC5,332
6451,MIRT006046,hsa-miR-218-5p,BIRC5,332
6452,MIRT006046,hsa-miR-218-5p,BIRC5,332
6471,MIRT006061,hsa-miR-203a-3p,IL6,3569
6578,MIRT006141,hsa-miR-708-5p,BIRC5,332
6733,MIRT006236,hsa-miR-21-5p,SP1,6667
6767,MIRT006256,hsa-miR-203a-3p,BIRC5,332
6768,MIRT006256,hsa-miR-203a-3p,BIRC5,332
6769,MIRT006256,hsa-miR-203a-3p,BIRC5,332
6770,MIRT006256,hsa-miR-203a-3p,BIRC5,332
6771,MIRT006256,hsa-miR-203a-3p,BIRC5,332
6788,MIRT006267,hsa-miR-155-5p,CSNK1A1,1452
6789,MIRT006267,hsa-miR-155-5p,CSNK1A1,1452
6790,MIRT006267,hsa-miR-155-5p,CSNK1A1,1452
6791,MIRT006267,hsa-miR-155-5p,CSNK1A1,1452
6793,MIRT006269,hsa-miR-203a-3p,ZNF148,7707
6800,MIRT006273,hsa-miR-182-5p,CREB1,1385
6843,MIRT006303,hsa-miR-30b-5p,CCNE2,9134
6844,MIRT006303,hsa-miR-30b-5p,CCNE2,9134
6849,MIRT006308,hsa-miR-26b-5p,CCNE1,898
6850,MIRT006308,hsa-miR-26b-5p,CCNE1,898
6851,MIRT006309,hsa-miR-26a-5p,CCNE1,898
6852,MIRT006309,hsa-miR-26a-5p,CCNE1,898
6890,MIRT006346,hsa-miR-449a,MET,4233
6891,MIRT006346,hsa-miR-449a,MET,4233
6892,MIRT006346,hsa-miR-449a,MET,4233
6893,MIRT006347,hsa-miR-449a,CCNE2,9134
6894,MIRT006347,hsa-miR-449a,CCNE2,9134
6899,MIRT006350,hsa-miR-449b-5p,CCNE2,9134
6900,MIRT006350,hsa-miR-449b-5p,CCNE2,9134
6901,MIRT006351,hsa-miR-449b-5p,MET,4233
7007,MIRT006441,hsa-miR-200b-3p,FLT1,2321
7008,MIRT006441,hsa-miR-200b-3p,FLT1,2321
7086,MIRT006496,hsa-miR-203a-3p,CREB1,1385
7087,MIRT006497,hsa-miR-320a,AQP1,358
7100,MIRT006511,hsa-miR-200b-3p,RND3,390
7101,MIRT006511,hsa-miR-200b-3p,RND3,390
7102,MIRT006511,hsa-miR-200b-3p,RND3,390
7103,MIRT006511,hsa-miR-200b-3p,RND3,390
7104,MIRT006511,hsa-miR-200b-3p,RND3,390
7122,MIRT006530,hsa-miR-146a-5p,TLR4,7099
7126,MIRT006536,hsa-miR-10a-5p,SRSF1,6426
7127,MIRT006537,hsa-miR-10a-5p,TRA2B,6434
7128,MIRT006537,hsa-miR-10a-5p,TRA2B,6434
7129,MIRT006538,hsa-miR-10b-5p,TRA2B,6434
7130,MIRT006538,hsa-miR-10b-5p,TRA2B,6434
7131,MIRT006539,hsa-miR-10b-5p,SRSF1,6426
7155,MIRT006555,hsa-miR-302a-3p,NR2F2,7026
7156,MIRT006555,hsa-miR-302a-3p,NR2F2,7026
7177,MIRT006570,hsa-miR-191-5p,MDM4,4194
7178,MIRT006570,hsa-miR-191-5p,MDM4,4194
7179,MIRT006570,hsa-miR-191-5p,MDM4,4194
7200,MIRT006603,hsa-miR-1826,VEGFC,7424
7203,MIRT006631,hsa-miR-32-5p,MDM2,4193
7204,MIRT006631,hsa-miR-32-5p,MDM2,4193
7205,MIRT006632,hsa-miR-25-3p,MDM2,4193
7206,MIRT006632,hsa-miR-25-3p,MDM2,4193
7241,MIRT006665,hsa-miR-200a-3p,CCNE2,9134
7242,MIRT006666,hsa-miR-200b-3p,CCNE2,9134
7243,MIRT006667,hsa-miR-200c-3p,CCNE2,9134
7244,MIRT006668,hsa-miR-150-5p,CXCR4,7852
7269,MIRT006689,hsa-miR-17-5p,RND3,390
7281,MIRT006699,hsa-miR-499a-5p,PDCD4,27250
7310,MIRT006734,hsa-miR-372-3p,NFIB,4781
7311,MIRT006734,hsa-miR-372-3p,NFIB,4781
7312,MIRT006735,hsa-miR-373-3p,NFIB,4781
7313,MIRT006735,hsa-miR-373-3p,NFIB,4781
7315,MIRT006741,hsa-miR-16-1-3p,CCNE1,898
7376,MIRT006773,hsa-miR-200c-3p,NCAM1,4684
7378,MIRT006775,hsa-miR-375,SP1,6667
7379,MIRT006775,hsa-miR-375,SP1,6667
7380,MIRT006775,hsa-miR-375,SP1,6667
7386,MIRT006778,hsa-miR-198,MET,4233
7402,MIRT006790,hsa-miR-142-3p,IL6,3569
7406,MIRT006793,hsa-miR-135a-5p,HOXA10,3206
7407,MIRT006793,hsa-miR-135a-5p,HOXA10,3206
7424,MIRT006806,hsa-miR-23b-3p,PRKACB,5567
7425,MIRT006806,hsa-miR-23b-3p,PRKACB,5567
7426,MIRT006807,hsa-miR-409-3p,RDX,5962
7439,MIRT006818,hsa-miR-18a-5p,CDK19,23097
7481,MIRT006850,hsa-miR-100-5p,FLT1,2321
7496,MIRT006862,hsa-miR-762,AMD1,262
7497,MIRT006863,hsa-miR-429,OSTF1,26578
7525,MIRT006885,hsa-miR-200c-3p,FLT1,2321
7526,MIRT006885,hsa-miR-200c-3p,FLT1,2321
7527,MIRT006886,hsa-miR-200c-3p,KLF9,687
7545,MIRT006894,hsa-miR-9-5p,TGFBI,7045
7557,MIRT006903,hsa-miR-145-5p,DDX17,10521
7609,MIRT006958,hsa-miR-337-3p,RAP1A,5906
7611,MIRT006962,hsa-miR-185-5p,EPAS1,2034
7622,MIRT006972,hsa-miR-10a-5p,EPHA4,2043
7623,MIRT006972,hsa-miR-10a-5p,EPHA4,2043
7638,MIRT006984,hsa-miR-150-5p,ZEB1,6935
7639,MIRT006984,hsa-miR-150-5p,ZEB1,6935
7656,MIRT006991,hsa-miR-103a-3p,TIMP3,7078
7657,MIRT006992,hsa-miR-130a-3p,IFITM1,8519
7658,MIRT006992,hsa-miR-130a-3p,IFITM1,8519
7685,MIRT007014,hsa-miR-149-5p,SP1,6667
7686,MIRT007014,hsa-miR-149-5p,SP1,6667
7730,MIRT007048,hsa-miR-218-5p,DKK2,27123
7731,MIRT007048,hsa-miR-218-5p,DKK2,27123
7739,MIRT007054,hsa-miR-195-5p,CAB39,51719
7746,MIRT007059,hsa-miR-130b-3p,ZEB1,6935
7812,MIRT007106,hsa-miR-98-5p,CCNJ,54619
7813,MIRT007106,hsa-miR-98-5p,CCNJ,54619
7852,MIRT007133,hsa-miR-30c-5p,ITGB3,3690
7856,MIRT007137,hsa-miR-130a-3p,MET,4233
7869,MIRT007143,hsa-miR-130a-3p,SMAD5,4090
7870,MIRT007143,hsa-miR-130a-3p,SMAD5,4090
7888,MIRT007155,hsa-miR-182-5p,PDCD4,27250
7889,MIRT007155,hsa-miR-182-5p,PDCD4,27250
7895,MIRT007162,hsa-miR-644a,GAPDH,2597
7896,MIRT007163,hsa-miR-644a,ACTB,60
7919,MIRT007183,hsa-miR-450a-1-3p,BUB1,699
7929,MIRT007196,hsa-miR-574-5p,FOXN3,1112
7930,MIRT007196,hsa-miR-574-5p,FOXN3,1112
7931,MIRT007196,hsa-miR-574-5p,FOXN3,1112
7932,MIRT007196,hsa-miR-574-5p,FOXN3,1112
7944,MIRT007203,hsa-miR-30c-5p,TWF1,5756
7945,MIRT007203,hsa-miR-30c-5p,TWF1,5756
7963,MIRT007219,hsa-miR-195-5p,MBD1,4152
7994,MIRT007237,hsa-miR-195-5p,CCNE1,898
7995,MIRT007237,hsa-miR-195-5p,CCNE1,898
7996,MIRT007237,hsa-miR-195-5p,CCNE1,898
7997,MIRT007237,hsa-miR-195-5p,CCNE1,898
7998,MIRT007237,hsa-miR-195-5p,CCNE1,898
8023,MIRT007252,hsa-miR-137,CSE1L,1434
8030,MIRT007256,hsa-miR-143-3p,MDM2,4193
8031,MIRT007257,hsa-miR-145-5p,MDM2,4193
8039,MIRT007266,hsa-miR-126-3p,ADAM9,8754
8040,MIRT007266,hsa-miR-126-3p,ADAM9,8754
8041,MIRT007266,hsa-miR-126-3p,ADAM9,8754
8042,MIRT007266,hsa-miR-126-3p,ADAM9,8754
8043,MIRT007266,hsa-miR-126-3p,ADAM9,8754
8044,MIRT007266,hsa-miR-126-3p,ADAM9,8754
8045,MIRT007267,hsa-miR-126-5p,ADAM9,8754
8061,MIRT007283,hsa-miR-30b-3p,RORC,6097
8065,MIRT007287,hsa-miR-18b-5p,MDM2,4193
8096,MIRT007304,hsa-miR-335-5p,BIRC5,332
8097,MIRT007304,hsa-miR-335-5p,BIRC5,332
8138,MIRT007328,hsa-miR-31-5p,CDK1,983
8139,MIRT007329,hsa-miR-22-3p,SP1,6667
8140,MIRT007329,hsa-miR-22-3p,SP1,6667
8141,MIRT007329,hsa-miR-22-3p,SP1,6667
8161,MIRT007342,hsa-miR-200b-3p,CREB1,1385
8162,MIRT007342,hsa-miR-200b-3p,CREB1,1385
8163,MIRT007342,hsa-miR-200b-3p,CREB1,1385
8183,MIRT007358,hsa-miR-33a-5p,NCOA3,8202
8205,MIRT007374,hsa-miR-26a-5p,IL6,3569
8225,MIRT016031,hsa-miR-374b-5p,RRS1,23212
8230,MIRT016036,hsa-miR-374b-5p,SPTLC1,10558
8242,MIRT016048,hsa-miR-374b-5p,TRA2A,29896
8247,MIRT016053,hsa-miR-374b-5p,MRPL19,9801
8248,MIRT016054,hsa-miR-374b-5p,MIER3,166968
8249,MIRT016054,hsa-miR-374b-5p,MIER3,166968
8250,MIRT016054,hsa-miR-374b-5p,MIER3,166968
8264,MIRT016064,hsa-miR-374b-5p,SLC11A2,4891
8269,MIRT016068,hsa-miR-374b-5p,RAPH1,65059
8274,MIRT016073,hsa-miR-374b-5p,RHOU,58480
8287,MIRT016084,hsa-miR-374b-5p,AFF4,27125
8317,MIRT016110,hsa-miR-421,MIS18BP1,55320
8328,MIRT016120,hsa-miR-421,CREBZF,58487
8343,MIRT016130,hsa-miR-421,RND3,390
8346,MIRT016132,hsa-miR-421,TTC37,9652
8348,MIRT016134,hsa-miR-421,AFF4,27125
8355,MIRT016140,hsa-miR-663a,CDK1,983
8372,MIRT016157,hsa-miR-605-5p,MDM2,4193
8384,MIRT016169,hsa-miR-590-3p,ID4,3400
8387,MIRT016172,hsa-miR-590-3p,PNN,5411
8390,MIRT016175,hsa-miR-590-3p,SPATS2,65244
8398,MIRT016182,hsa-miR-590-3p,MIER3,166968
8399,MIRT016183,hsa-miR-590-3p,SGCB,6443
8403,MIRT016187,hsa-miR-590-3p,NCOA3,8202
8405,MIRT016189,hsa-miR-590-3p,CDK1,983
8407,MIRT016191,hsa-miR-590-3p,RDH11,51109
8415,MIRT016199,hsa-miR-590-3p,VPS35,55737
8418,MIRT016202,hsa-miR-590-3p,DHX57,90957
8419,MIRT016203,hsa-miR-590-3p,PGAP1,80055
8427,MIRT016209,hsa-miR-590-3p,NAA15,80155
8432,MIRT016214,hsa-miR-590-3p,MRPL19,9801
8434,MIRT016216,hsa-miR-590-3p,EXOC5,10640
8441,MIRT016221,hsa-miR-590-3p,ATP13A3,79572
8445,MIRT016225,hsa-miR-590-3p,ATXN1,6310
8452,MIRT016232,hsa-miR-548b-3p,TET3,200424
8456,MIRT016236,hsa-miR-548b-3p,TLE4,7091
8470,MIRT016250,hsa-miR-505-3p,SRSF1,6426
8476,MIRT016256,hsa-miR-504-5p,MDM2,4193
8483,MIRT016267,hsa-miR-193b-3p,KIF22,3835
8498,MIRT016281,hsa-miR-193b-3p,RRM2,6241
8499,MIRT016281,hsa-miR-193b-3p,RRM2,6241
8532,MIRT016312,hsa-miR-193b-3p,EXO1,9156
8579,MIRT016352,hsa-miR-193b-3p,RFC4,5984
8580,MIRT016353,hsa-miR-193b-3p,NDC80,10403
8593,MIRT016366,hsa-miR-193b-3p,HSP90AB1,3326
8609,MIRT016382,hsa-miR-193b-3p,KIF11,3832
8613,MIRT016386,hsa-miR-193b-3p,BUB1B,701
8614,MIRT016386,hsa-miR-193b-3p,BUB1B,701
8632,MIRT016403,hsa-miR-193b-3p,TIMM50,92609
8642,MIRT016413,hsa-miR-193b-3p,NMD3,51068
8673,MIRT016442,hsa-miR-193b-3p,CDK1,983
8715,MIRT016482,hsa-miR-193b-3p,DDX21,9188
8719,MIRT016486,hsa-miR-193b-3p,C1orf112,55732
8741,MIRT016507,hsa-miR-193b-3p,UGP2,7360
8748,MIRT016512,hsa-miR-193b-3p,PXYLP1,92370
8760,MIRT016519,hsa-miR-193b-3p,DCAF7,10238
8761,MIRT016519,hsa-miR-193b-3p,DCAF7,10238
8762,MIRT016519,hsa-miR-193b-3p,DCAF7,10238
8763,MIRT016519,hsa-miR-193b-3p,DCAF7,10238
8781,MIRT016533,hsa-miR-193b-3p,MRPL4,51073
8782,MIRT016533,hsa-miR-193b-3p,MRPL4,51073
8790,MIRT016541,hsa-miR-193b-3p,TMED2,10959
8829,MIRT016579,hsa-miR-193b-3p,NF2,4771
8860,MIRT016606,hsa-miR-193b-3p,RSF1,51773
8868,MIRT016612,hsa-miR-193b-3p,MCM4,4173
8869,MIRT016612,hsa-miR-193b-3p,MCM4,4173
8878,MIRT016623,hsa-miR-484,SLC11A2,4891
8879,MIRT016623,hsa-miR-484,SLC11A2,4891
8881,MIRT016625,hsa-miR-484,NUP54,53371
8885,MIRT016629,hsa-miR-451a,UBE2H,7328
8889,MIRT016634,hsa-miR-429,PTPRD,5789
8912,MIRT016656,hsa-miR-425-5p,BIRC5,332
8929,MIRT016671,hsa-miR-425-5p,TAOK1,57551
8946,MIRT016685,hsa-miR-423-3p,SLC11A2,4891
8952,MIRT016691,hsa-miR-133b,MET,4233
8953,MIRT016691,hsa-miR-133b,MET,4233
9042,MIRT016779,hsa-miR-335-5p,KIAA1551,55196
9053,MIRT016790,hsa-miR-335-5p,NNT,23530
9071,MIRT016808,hsa-miR-335-5p,ARRB1,408
9089,MIRT016826,hsa-miR-335-5p,ZNF654,55279
9132,MIRT016869,hsa-miR-335-5p,ZNF821,55565
9149,MIRT016886,hsa-miR-335-5p,OTUB2,78990
9163,MIRT016899,hsa-miR-335-5p,SORBS2,8470
9172,MIRT016908,hsa-miR-335-5p,EPHA4,2043
9173,MIRT016908,hsa-miR-335-5p,EPHA4,2043
9175,MIRT016910,hsa-miR-335-5p,RRBP1,6238
9212,MIRT016947,hsa-miR-335-5p,BBX,56987
9214,MIRT016949,hsa-miR-335-5p,IL6,3569
9236,MIRT016970,hsa-miR-335-5p,MMP14,4323
9265,MIRT016999,hsa-miR-335-5p,PCYOX1,51449
9266,MIRT016999,hsa-miR-335-5p,PCYOX1,51449
9298,MIRT017030,hsa-miR-335-5p,KLHL24,54800
9341,MIRT017073,hsa-miR-335-5p,RAB11FIP1,80223
9414,MIRT017145,hsa-miR-335-5p,MMRN1,22915
9492,MIRT017224,hsa-miR-335-5p,SEMA4D,10507
9515,MIRT017247,hsa-miR-335-5p,DOCK9,23348
9520,MIRT017252,hsa-miR-335-5p,SKAP2,8935
9541,MIRT017273,hsa-miR-335-5p,PPFIBP1,8496
9555,MIRT017287,hsa-miR-335-5p,JUND,3727
9565,MIRT017297,hsa-miR-335-5p,CCDC88C,440193
9571,MIRT017303,hsa-miR-335-5p,AKAP13,11214
9591,MIRT017324,hsa-miR-335-5p,ABAT,18
9617,MIRT017350,hsa-miR-335-5p,PPP1R3C,5507
